date,pct_above_50dma,pct_above_200dma,nh_nl_ratio,mclellan,hy_spread,hy_spread_60d_avg,hy_spread_20d_delta,hy_oas_20d_change_bp,yield_10y_3m_bp
2024-06-21,0.417,0.682,-0.572,30.4,512.8,400.0,-5.7,9.1,218.0
2024-06-24,0.662,0.625,0.14,42.3,407.3,400.0,-26.5,-21.2,144.0
2024-06-25,0.697,0.662,0.177,13.7,250.0,400.0,-21.4,-12.4,163.6
2024-06-26,0.481,0.671,0.111,4.2,355.8,400.0,-8.4,16.3,43.1
2024-06-27,0.726,0.7,0.534,40.9,436.1,400.0,11.2,-2.2,16.9
2024-06-28,0.599,0.554,0.392,3.0,397.1,400.0,-28.5,7.9,233.1
2024-07-01,0.53,0.791,0.469,-4.0,400.0,400.0,-1.0,-19.0,22.7
2024-07-02,0.605,0.666,0.419,-36.2,442.6,400.0,-31.6,-23.4,24.5
2024-07-03,0.508,0.673,0.003,-43.9,352.0,400.0,-1.1,-4.3,-7.8
2024-07-05,0.598,0.644,0.02,11.2,409.1,400.0,28.2,9.1,-10.6
2024-07-08,0.851,0.581,-0.112,-21.9,389.0,400.0,5.4,-21.7,110.8
2024-07-09,0.55,0.72,0.329,77.8,413.7,400.0,24.4,10.5,207.5
2024-07-10,0.544,0.677,-0.416,13.1,378.1,400.0,0.5,7.8,113.4
2024-07-11,0.471,0.897,0.02,-33.2,380.5,400.0,7.3,16.5,142.3
2024-07-12,0.533,0.561,0.032,20.3,427.6,400.0,-16.9,-9.5,168.4
2024-07-15,0.411,0.818,-0.012,5.0,344.3,400.0,14.0,20.6,-93.0
2024-07-16,0.531,0.648,0.121,27.1,364.6,400.0,-12.5,-12.5,116.7
2024-07-17,0.494,0.641,-0.148,27.5,495.5,400.0,-24.4,-28.9,134.2
2024-07-18,0.563,0.545,0.442,-19.8,431.3,400.0,-0.9,1.1,-5.7
2024-07-19,0.444,0.695,0.398,20.6,452.5,400.0,-30.1,12.4,155.1
2024-07-22,0.972,0.628,0.358,90.7,403.0,400.0,12.7,-9.9,59.6
2024-07-23,0.479,0.708,0.356,-19.6,408.9,400.0,38.7,3.8,86.6
2024-07-24,0.539,0.539,0.856,-6.7,350.8,400.0,-5.7,15.8,250.6
2024-07-25,0.639,0.676,0.158,-41.4,416.0,400.0,-4.8,21.3,181.7
2024-07-26,0.66,0.653,0.09,60.6,416.1,400.0,10.0,11.9,148.6
2024-07-29,0.71,0.596,0.712,7.2,450.5,400.0,11.9,-3.4,134.2
2024-07-30,0.561,0.663,-0.001,-51.3,384.0,400.0,2.6,-3.0,30.0
2024-07-31,0.472,0.649,-0.074,-38.6,399.1,400.0,-32.4,-5.5,55.6
2024-08-01,0.822,0.716,0.331,-25.5,559.9,400.0,24.1,0.8,109.1
2024-08-02,0.467,0.755,0.14,60.3,402.3,400.0,21.5,11.5,18.7
2024-08-05,0.568,0.71,0.701,15.6,350.2,400.0,-24.4,-14.0,34.2
2024-08-06,0.608,0.669,0.215,2.1,431.8,400.0,-56.0,-8.7,49.5
2024-08-07,0.693,0.525,0.002,-19.6,409.3,400.0,54.5,10.8,268.8
2024-08-08,0.665,0.569,0.374,10.5,347.4,400.0,-14.5,-2.3,194.3
2024-08-09,0.512,0.756,-0.255,-14.9,425.1,400.0,-28.2,2.6,106.1
2024-08-12,0.631,0.701,-0.044,63.5,460.9,400.0,-58.1,9.6,8.7
2024-08-13,0.367,0.603,0.365,16.2,360.0,400.0,-10.2,-2.2,106.2
2024-08-14,0.93,0.756,-0.203,-31.2,475.7,400.0,11.0,-12.6,91.3
2024-08-15,0.479,0.572,-0.0,-18.4,361.5,400.0,38.3,24.4,238.2
2024-08-16,0.735,0.548,0.393,77.1,350.9,400.0,-7.6,5.9,223.9
2024-08-19,0.454,0.77,0.469,1.8,408.0,400.0,-36.4,14.3,26.4
2024-08-20,0.696,0.812,0.36,71.8,444.0,400.0,8.7,-3.3,156.1
2024-08-21,0.447,0.59,-0.647,18.8,450.6,400.0,5.8,4.6,53.8
2024-08-22,0.734,0.737,0.219,27.5,418.9,400.0,-14.0,18.2,22.9
2024-08-23,0.886,0.754,0.477,-11.5,332.0,400.0,-6.4,4.9,198.6
2024-08-26,0.611,0.667,0.708,42.4,346.8,400.0,3.1,0.7,124.2
2024-08-27,0.685,0.627,-0.243,-37.9,379.9,400.0,16.1,-15.4,318.3
2024-08-28,0.746,0.578,-0.277,-19.9,432.7,400.0,11.1,-30.2,78.8
2024-08-29,0.513,0.668,0.192,24.0,376.5,400.0,5.3,27.4,25.3
2024-08-30,0.742,0.619,-0.307,-1.6,459.1,400.0,1.0,0.3,41.5
2024-09-03,0.532,0.777,0.045,11.4,513.8,400.0,38.8,36.7,104.6
2024-09-04,0.925,0.781,0.25,31.3,343.9,400.0,10.9,8.8,7.7
2024-09-05,0.418,0.644,0.396,8.5,403.0,400.0,22.2,-9.2,66.5
2024-09-06,0.624,0.713,0.257,13.5,435.0,400.0,17.5,-2.5,6.4
2024-09-09,0.446,0.699,0.397,83.9,450.0,400.0,7.1,23.7,43.4
2024-09-10,0.779,0.838,0.379,-69.8,413.2,400.0,29.8,21.4,44.6
2024-09-11,0.974,0.65,0.179,-9.4,393.2,400.0,-15.2,14.1,138.3
2024-09-12,0.643,0.698,0.204,2.4,306.1,400.0,16.5,-22.7,74.8
2024-09-13,0.89,0.634,0.594,47.7,375.8,400.0,-26.3,-23.0,80.4
2024-09-16,0.725,0.726,0.324,40.4,436.5,400.0,1.3,19.4,54.1
2024-09-17,0.851,0.594,0.345,-90.1,481.0,400.0,-38.6,9.1,-22.5
2024-09-18,0.723,0.509,0.169,54.8,332.7,400.0,-25.2,23.5,41.3
2024-09-19,0.864,0.889,-0.292,14.2,475.6,400.0,-8.5,-1.1,220.2
2024-09-20,0.842,0.569,0.04,39.1,460.3,400.0,36.4,-14.2,-11.0
2024-09-23,0.527,0.508,0.199,-11.6,411.4,400.0,-3.3,4.9,70.6
2024-09-24,0.531,0.703,0.476,34.5,352.8,400.0,14.7,6.9,24.3
2024-09-25,0.57,0.657,0.6,26.4,483.9,400.0,30.2,-11.5,133.6
2024-09-26,0.508,0.521,0.026,5.5,394.6,400.0,-4.4,-18.7,47.1
2024-09-27,0.684,0.669,0.441,75.2,428.5,400.0,34.5,10.0,113.4
2024-09-30,0.821,0.58,-0.174,102.3,351.5,400.0,-0.8,-12.8,188.1
2024-10-01,0.679,0.501,0.199,8.2,313.9,400.0,-20.5,30.2,93.1
2024-10-02,0.553,0.707,0.405,-54.9,440.4,400.0,22.0,24.6,45.4
2024-10-03,0.636,0.663,0.709,31.0,423.6,400.0,12.6,11.7,207.1
2024-10-04,0.306,0.726,-0.199,-20.0,427.6,400.0,-6.0,25.3,71.2
2024-10-07,0.43,0.553,-0.214,23.2,335.8,400.0,-19.1,8.7,146.3
2024-10-08,0.555,0.752,0.628,28.0,447.1,400.0,20.2,-3.3,58.5
2024-10-09,0.678,0.534,0.602,16.8,443.5,400.0,-22.2,24.2,152.3
2024-10-10,0.563,0.655,0.166,-31.1,549.2,400.0,-43.4,8.1,157.1
2024-10-11,0.631,0.596,0.251,-47.5,384.3,400.0,23.3,-6.0,232.0
2024-10-15,0.565,0.546,-0.014,-34.0,297.5,400.0,17.7,-15.1,70.7
2024-10-16,0.541,0.722,0.056,6.1,373.7,400.0,13.6,-10.2,186.2
2024-10-17,0.429,0.712,-0.41,67.5,376.4,400.0,-5.6,17.3,156.6
2024-10-18,0.667,0.623,0.108,-2.0,406.8,400.0,13.7,-1.0,84.8
2024-10-21,0.532,0.626,0.142,54.2,440.2,400.0,-15.1,26.7,21.0
2024-10-22,0.621,0.655,0.721,-67.4,367.1,400.0,3.6,9.7,-28.3
2024-10-23,0.505,0.66,0.551,29.1,463.5,400.0,35.6,12.1,82.0
2024-10-24,0.688,0.544,0.266,75.3,400.2,400.0,-0.6,-9.6,57.8
2024-10-25,0.617,0.619,-0.182,-25.6,272.4,400.0,9.5,-6.8,107.0
2024-10-28,0.641,0.546,-0.044,3.1,397.3,400.0,-26.7,-20.5,44.5
2024-10-29,0.486,0.719,0.035,15.7,362.6,400.0,-9.5,-11.4,153.9
2024-10-30,0.477,0.375,0.41,38.8,408.0,400.0,-4.4,-8.6,80.2
2024-10-31,0.647,0.636,-0.395,-35.0,462.8,400.0,22.1,-2.9,111.2
2024-11-01,0.387,0.73,0.041,-39.1,329.7,400.0,41.2,29.7,-22.4
2024-11-04,0.73,0.673,0.085,37.5,390.1,400.0,6.9,-8.2,98.7
2024-11-05,0.583,0.567,-0.342,31.1,498.3,400.0,-34.5,19.9,172.6
2024-11-06,0.454,0.34,0.386,-28.5,376.8,400.0,-23.6,-16.5,79.4
2024-11-07,0.375,0.691,-0.589,35.1,361.7,400.0,23.2,-8.2,-35.9
2024-11-08,0.752,0.763,0.035,4.8,512.1,400.0,-14.0,3.2,68.3
2024-11-12,0.263,0.634,0.089,-25.9,430.0,400.0,15.6,14.9,177.9
2024-11-13,0.671,0.751,0.53,-23.0,485.4,400.0,7.2,0.3,-13.6
2024-11-14,0.621,0.676,0.309,-2.0,359.2,400.0,0.9,-2.8,-117.2
2024-11-15,0.695,0.648,-0.444,123.8,374.6,400.0,5.6,11.5,94.4
2024-11-18,0.437,0.706,-0.175,18.7,340.2,400.0,3.7,2.9,-12.2
2024-11-19,0.499,0.652,-0.358,-22.7,430.8,400.0,-26.5,-21.7,-38.2
2024-11-20,0.649,0.801,0.069,-21.7,358.8,400.0,-5.7,23.5,91.5
2024-11-21,0.608,0.727,-0.129,35.1,346.3,400.0,42.7,5.3,222.5
2024-11-22,0.732,0.657,0.036,7.1,408.2,400.0,-22.0,3.1,52.8
2024-11-25,0.593,0.867,-0.231,8.4,420.6,400.0,-22.6,3.1,-31.2
2024-11-26,0.81,0.586,-0.116,-7.8,395.8,400.0,-9.0,-21.1,-90.1
2024-11-27,0.621,0.709,0.325,-38.0,407.0,400.0,37.9,-22.2,115.0
2024-11-29,0.844,0.714,0.326,13.7,493.3,400.0,-18.1,27.4,116.9
2024-12-02,0.858,0.774,-0.19,93.1,462.4,400.0,-9.7,-4.8,87.4
2024-12-03,0.863,0.693,-0.617,5.4,397.2,400.0,-20.3,-1.0,175.6
2024-12-04,0.489,0.624,0.434,6.3,438.1,400.0,-10.4,-4.6,165.9
2024-12-05,0.783,0.645,0.087,34.3,451.9,400.0,-5.6,3.5,8.6
2024-12-06,0.597,0.708,-0.09,9.7,419.6,400.0,9.9,-9.6,188.1
2024-12-09,0.597,0.913,-0.246,-25.1,354.5,400.0,-32.6,-5.8,106.4
2024-12-10,0.723,0.471,0.006,-8.9,289.6,400.0,4.9,-2.6,69.1
2024-12-11,0.547,0.769,0.055,-11.7,509.5,400.0,-19.7,6.7,3.0
2024-12-12,0.35,0.778,0.309,43.3,402.3,400.0,8.9,9.4,26.8
2024-12-13,0.604,0.75,0.777,-14.7,428.6,400.0,-29.8,-0.3,10.8
2024-12-16,0.884,0.658,-0.086,-36.4,347.2,400.0,-5.6,-27.1,209.3
2024-12-17,0.548,0.599,0.49,55.7,386.2,400.0,-18.4,14.6,64.5
2024-12-18,0.589,0.593,-0.058,44.6,352.3,400.0,2.1,9.8,104.0
2024-12-19,0.659,0.765,-0.039,22.0,339.9,400.0,31.5,-20.6,-71.2
2024-12-20,0.545,0.755,-0.464,-17.8,419.8,400.0,11.9,-1.3,2.5
2024-12-23,0.57,0.462,-0.4,-89.6,420.1,400.0,12.5,-4.5,39.5
2024-12-24,0.619,0.55,-0.473,99.1,407.4,400.0,-1.4,17.0,256.9
2024-12-26,0.538,0.635,0.473,102.8,406.0,400.0,-3.9,9.8,75.4
2024-12-27,0.797,0.59,0.266,15.8,431.9,400.0,-2.8,-17.7,73.2
2024-12-30,0.918,0.731,0.579,16.6,250.0,400.0,-5.0,30.7,-10.8
2024-12-31,0.669,0.589,-0.304,-21.4,447.5,400.0,-12.5,-0.1,48.3
